,cultura,ref_infra_v,ref_rgb,data,mes,path,area,imagens_baixadas,imagens_processadas
27715,arroz,13f9bde5_v,13f9bde5_rgb,2024-09-15,9,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_ARROZ/ARROZ_518477871-1_plantio_15-09-24_colheita_01-04-25.kml,0.0,0,0
27716,arroz,594686af_v,594686af_rgb,2025-09-01,9,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_ARROZ/ARROZ_519710419-1_plantio_01-09-25_colheita_02-02-26.kml,0.0,0,0
27717,arroz,b26db53b_v,b26db53b_rgb,2025-11-01,11,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_ARROZ/ARROZ_520265552-1_plantio_01-11-25_colheita_01-04-26.kml,0.0,0,0
27718,arroz,d27056a5_v,d27056a5_rgb,2025-09-10,9,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_ARROZ/ARROZ_520279771-1_plantio_10-09-25_colheita_10-04-26.kml,0.0,0,0
27719,arroz,83b882d0_v,83b882d0_rgb,2024-12-09,12,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_ARROZ/ARROZ_519224116-1_plantio_09-12-24_colheita_15-03-25.kml,0.0,0,0
27720,arroz,26097180_v,26097180_rgb,2025-10-05,10,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_ARROZ/ARROZ_520298574-1_plantio_05-10-25_colheita_01-03-26.kml,0.0,0,0
27721,arroz,f741b1fc_v,f741b1fc_rgb,2025-09-25,9,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_ARROZ/ARROZ_520318888-1_plantio_25-09-25_colheita_22-02-26.kml,0.0,0,0
27722,arroz,eccfbce5_v,eccfbce5_rgb,2024-10-25,10,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_ARROZ/ARROZ_519211067-1_plantio_25-10-24_colheita_20-03-25.kml,0.0,0,0
27723,arroz,664be095_v,664be095_rgb,2024-11-01,11,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_ARROZ/ARROZ_518848739-1_plantio_01-11-24_colheita_01-04-25.kml,0.0,0,0
27724,arroz,14e11043_v,14e11043_rgb,2024-09-15,9,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_ARROZ/ARROZ_518133682-1_plantio_15-09-24_colheita_15-03-25.kml,0.0,0,0
27725,arroz,9e05c69e_v,9e05c69e_rgb,2024-08-01,8,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_ARROZ/ARROZ_518330254-1_plantio_01-08-24_colheita_01-05-25.kml,0.0,0,0
27726,arroz,9f9e0ca6_v,9f9e0ca6_rgb,2024-10-07,10,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_ARROZ/ARROZ_518442140-1_plantio_07-10-24_colheita_01-03-25.kml,0.0,0,0
27727,arroz,a1ca39fc_v,a1ca39fc_rgb,2025-10-20,10,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_ARROZ/ARROZ_520261777-1_plantio_20-10-25_colheita_20-04-26.kml,0.0,0,0
27728,arroz,8e398623_v,8e398623_rgb,2024-10-14,10,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_ARROZ/ARROZ_518887466-1_plantio_14-10-24_colheita_15-04-25.kml,0.0,0,0
27729,arroz,d41f0733_v,d41f0733_rgb,2024-10-01,10,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_ARROZ/ARROZ_518448724-1_plantio_01-10-24_colheita_01-03-25.kml,0.0,0,0
27730,arroz,ce40f164_v,ce40f164_rgb,2024-08-01,8,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_ARROZ/ARROZ_518230382-1_plantio_01-08-24_colheita_04-02-25.kml,0.0,0,0
27731,arroz,3dc10517_v,3dc10517_rgb,2024-10-01,10,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_ARROZ/ARROZ_518463780-1_plantio_01-10-24_colheita_01-04-25.kml,0.0,0,0
27732,arroz,859acc82_v,859acc82_rgb,2025-09-15,9,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_ARROZ/ARROZ_520329633-1_plantio_15-09-25_colheita_15-02-26.kml,0.0,0,0
27733,arroz,cb908049_v,cb908049_rgb,2024-11-01,11,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_ARROZ/ARROZ_518939365-1_plantio_01-11-24_colheita_30-03-25.kml,0.0,0,0
27734,arroz,04087bcb_v,04087bcb_rgb,2025-10-15,10,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_ARROZ/ARROZ_520263239-1_plantio_15-10-25_colheita_20-03-26.kml,0.0,0,0
27735,arroz,c7b7ef40_v,c7b7ef40_rgb,2024-09-25,9,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_ARROZ/ARROZ_518379207-1_plantio_25-09-24_colheita_20-03-25.kml,0.0,0,0
27736,arroz,1cc070cd_v,1cc070cd_rgb,2024-10-20,10,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_ARROZ/ARROZ_518866110-1_plantio_20-10-24_colheita_01-05-25.kml,0.0,0,0
27737,arroz,28cf701e_v,28cf701e_rgb,2024-10-20,10,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_ARROZ/ARROZ_518238404-1_plantio_20-10-24_colheita_15-04-25.kml,0.0,0,0
27738,arroz,d17ca943_v,d17ca943_rgb,2024-01-10,1,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_ARROZ/ARROZ_517298225-1_plantio_10-01-24_colheita_01-07-24.kml,0.0,0,0
27739,arroz,57b66f07_v,57b66f07_rgb,2024-09-15,9,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_ARROZ/ARROZ_518558203-1_plantio_15-09-24_colheita_15-02-25.kml,0.0,0,0
27740,arroz,b0181a7e_v,b0181a7e_rgb,2024-11-01,11,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_ARROZ/ARROZ_518314348-1_plantio_01-11-24_colheita_25-03-25.kml,0.0,0,0
27741,arroz,80d506ef_v,80d506ef_rgb,2025-10-10,10,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_ARROZ/ARROZ_520367008-1_plantio_10-10-25_colheita_26-03-26.kml,0.0,0,0
27742,arroz,4c712b5d_v,4c712b5d_rgb,2025-09-20,9,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_ARROZ/ARROZ_520267173-1_plantio_20-09-25_colheita_01-04-26.kml,0.0,0,0
27743,arroz,85db2c1f_v,85db2c1f_rgb,2024-06-19,6,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_ARROZ/ARROZ_518101022-1_plantio_19-06-24_colheita_01-05-25.kml,0.0,0,0
27744,arroz,aa0b36c1_v,aa0b36c1_rgb,2025-10-01,10,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_ARROZ/ARROZ_520281849-1_plantio_01-10-25_colheita_01-03-26.kml,0.0,0,0
27745,arroz,8fa1c355_v,8fa1c355_rgb,2024-10-20,10,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_ARROZ/ARROZ_518534868-1_plantio_20-10-24_colheita_30-03-25.kml,0.0,0,0
27746,arroz,0d5374ee_v,0d5374ee_rgb,2025-09-25,9,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_ARROZ/ARROZ_520193030-1_plantio_25-09-25_colheita_23-03-26.kml,0.0,0,0
27747,arroz,cc65f3bf_v,cc65f3bf_rgb,2024-09-15,9,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_ARROZ/ARROZ_518254309-1_plantio_15-09-24_colheita_15-02-25.kml,0.0,0,0
27748,arroz,45d2d7f8_v,45d2d7f8_rgb,2025-09-15,9,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_ARROZ/ARROZ_520301998-1_plantio_15-09-25_colheita_15-04-26.kml,0.0,0,0
27749,arroz,91d29d9a_v,91d29d9a_rgb,2025-09-30,9,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_ARROZ/ARROZ_520309270-1_plantio_30-09-25_colheita_28-03-26.kml,0.0,0,0
27750,arroz,ec42247c_v,ec42247c_rgb,2024-10-15,10,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_ARROZ/ARROZ_518420433-1_plantio_15-10-24_colheita_15-03-25.kml,0.0,0,0
27751,arroz,2bec82e1_v,2bec82e1_rgb,2024-10-15,10,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_ARROZ/ARROZ_518627471-1_plantio_15-10-24_colheita_15-03-25.kml,0.0,0,0
27752,arroz,07ad1e0e_v,07ad1e0e_rgb,2024-11-23,11,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_ARROZ/ARROZ_518542116-1_plantio_23-11-24_colheita_26-05-25.kml,0.0,0,0
27753,arroz,55364c4c_v,55364c4c_rgb,2024-10-20,10,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_ARROZ/ARROZ_518554184-1_plantio_20-10-24_colheita_20-02-25.kml,0.0,0,0
27754,arroz,61d503e7_v,61d503e7_rgb,2024-11-01,11,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_ARROZ/ARROZ_518829479-1_plantio_01-11-24_colheita_15-04-25.kml,0.0,0,0
27755,arroz,591cd0de_v,591cd0de_rgb,2024-09-25,9,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_ARROZ/ARROZ_518487511-1_plantio_25-09-24_colheita_15-03-25.kml,0.0,0,0
27756,arroz,e76eb09c_v,e76eb09c_rgb,2024-10-20,10,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_ARROZ/ARROZ_518568268-1_plantio_20-10-24_colheita_25-04-25.kml,0.0,0,0
27757,arroz,f1f29046_v,f1f29046_rgb,2025-10-10,10,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_ARROZ/ARROZ_520261436-1_plantio_10-10-25_colheita_20-03-26.kml,0.0,0,0
27758,arroz,4ddc6172_v,4ddc6172_rgb,2024-08-05,8,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_ARROZ/ARROZ_518269145-1_plantio_05-08-24_colheita_15-04-25.kml,0.0,0,0
27759,arroz,0bdcbe73_v,0bdcbe73_rgb,2024-08-15,8,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_ARROZ/ARROZ_518274128-1_plantio_15-08-24_colheita_20-02-25.kml,0.0,0,0
27760,arroz,2b086bdb_v,2b086bdb_rgb,2025-10-01,10,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_ARROZ/ARROZ_520082152-1_plantio_01-10-25_colheita_01-03-26.kml,0.0,0,0
27761,arroz,b19e0a05_v,b19e0a05_rgb,2025-10-15,10,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_ARROZ/ARROZ_520195275-1_plantio_15-10-25_colheita_15-02-26.kml,0.0,0,0
27762,arroz,1fe4f303_v,1fe4f303_rgb,2025-09-05,9,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_ARROZ/ARROZ_520280200-1_plantio_05-09-25_colheita_18-01-26.kml,0.0,0,0
27763,arroz,b643a90b_v,b643a90b_rgb,2024-09-20,9,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_ARROZ/ARROZ_518027420-1_plantio_20-09-24_colheita_01-03-25.kml,0.0,0,0
27764,arroz,293176ca_v,293176ca_rgb,2024-09-20,9,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_ARROZ/ARROZ_518865322-1_plantio_20-09-24_colheita_10-03-25.kml,0.0,0,0
27765,arroz,9f0943c1_v,9f0943c1_rgb,2025-11-01,11,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_ARROZ/ARROZ_520147034-1_plantio_01-11-25_colheita_01-05-26.kml,0.0,0,0
27766,arroz,c7aeeaeb_v,c7aeeaeb_rgb,2024-10-15,10,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_ARROZ/ARROZ_518569109-1_plantio_15-10-24_colheita_15-03-25.kml,0.0,0,0
27767,arroz,eb3bd3d9_v,eb3bd3d9_rgb,2024-10-15,10,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_ARROZ/ARROZ_518658940-1_plantio_15-10-24_colheita_15-03-25.kml,0.0,0,0
27768,arroz,e76e7aa6_v,e76e7aa6_rgb,2024-11-01,11,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_ARROZ/ARROZ_518761563-1_plantio_01-11-24_colheita_01-03-25.kml,0.0,0,0
27769,arroz,428110d6_v,428110d6_rgb,2024-10-11,10,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_ARROZ/ARROZ_518507687-1_plantio_11-10-24_colheita_25-02-25.kml,0.0,0,0
27770,arroz,c13abefa_v,c13abefa_rgb,2024-09-10,9,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_ARROZ/ARROZ_518670970-1_plantio_10-09-24_colheita_10-03-25.kml,0.0,0,0
27771,arroz,e0509bfd_v,e0509bfd_rgb,2024-09-10,9,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_ARROZ/ARROZ_518476952-1_plantio_10-09-24_colheita_20-02-25.kml,0.0,0,0
27772,arroz,9a1823f6_v,9a1823f6_rgb,2024-08-20,8,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_ARROZ/ARROZ_518440792-1_plantio_20-08-24_colheita_20-02-25.kml,0.0,0,0
27773,arroz,eb5ca2c8_v,eb5ca2c8_rgb,2024-09-15,9,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_ARROZ/ARROZ_518484568-1_plantio_15-09-24_colheita_25-02-25.kml,0.0,0,0
27774,arroz,a206a8eb_v,a206a8eb_rgb,2024-10-01,10,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_ARROZ/ARROZ_518848214-1_plantio_01-10-24_colheita_01-03-25.kml,0.0,0,0
27775,arroz,ffca2214_v,ffca2214_rgb,2024-09-01,9,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_ARROZ/ARROZ_518578777-1_plantio_01-09-24_colheita_01-04-25.kml,0.0,0,0
27776,arroz,1a4a1d2b_v,1a4a1d2b_rgb,2025-10-15,10,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_ARROZ/ARROZ_519737664-1_plantio_15-10-25_colheita_01-04-26.kml,0.0,0,0
27777,arroz,cfa96523_v,cfa96523_rgb,2025-10-25,10,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_ARROZ/ARROZ_520348315-1_plantio_25-10-25_colheita_01-03-26.kml,0.0,0,0
27778,arroz,2c046075_v,2c046075_rgb,2025-10-01,10,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_ARROZ/ARROZ_520260791-1_plantio_01-10-25_colheita_01-05-26.kml,0.0,0,0
27779,arroz,43c0ddb2_v,43c0ddb2_rgb,2024-10-07,10,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_ARROZ/ARROZ_518833917-1_plantio_07-10-24_colheita_22-02-25.kml,0.0,0,0
27780,arroz,5efa92c5_v,5efa92c5_rgb,2024-09-15,9,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_ARROZ/ARROZ_518625222-1_plantio_15-09-24_colheita_15-02-25.kml,0.0,0,0
27781,arroz,9bf7b58b_v,9bf7b58b_rgb,2024-10-10,10,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_ARROZ/ARROZ_518848220-1_plantio_10-10-24_colheita_25-03-25.kml,0.0,0,0
27782,arroz,c4eb9929_v,c4eb9929_rgb,2024-09-01,9,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_ARROZ/ARROZ_518296423-1_plantio_01-09-24_colheita_01-05-25.kml,0.0,0,0
27783,arroz,bcb7fb29_v,bcb7fb29_rgb,2024-10-15,10,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_ARROZ/ARROZ_518627601-1_plantio_15-10-24_colheita_15-04-25.kml,0.0,0,0
27784,arroz,18f4b59e_v,18f4b59e_rgb,2025-09-20,9,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_ARROZ/ARROZ_520078690-1_plantio_20-09-25_colheita_12-02-26.kml,0.0,0,0
27785,arroz,67f18730_v,67f18730_rgb,2024-10-11,10,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_ARROZ/ARROZ_518623632-1_plantio_11-10-24_colheita_28-02-25.kml,0.0,0,0
27786,arroz,9980022b_v,9980022b_rgb,2025-10-01,10,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_ARROZ/ARROZ_520072089-1_plantio_01-10-25_colheita_01-03-26.kml,0.0,0,0
27787,arroz,c811f041_v,c811f041_rgb,2024-10-01,10,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_ARROZ/ARROZ_518462497-1_plantio_01-10-24_colheita_01-05-25.kml,0.0,0,0
27788,arroz,e3d332f7_v,e3d332f7_rgb,2024-10-20,10,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_ARROZ/ARROZ_518521188-1_plantio_20-10-24_colheita_14-03-25.kml,0.0,0,0
27789,arroz,c3a2dc8c_v,c3a2dc8c_rgb,2025-10-25,10,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_ARROZ/ARROZ_520193754-1_plantio_25-10-25_colheita_10-03-26.kml,0.0,0,0
27790,arroz,2c7cec93_v,2c7cec93_rgb,2024-09-20,9,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_ARROZ/ARROZ_518497599-1_plantio_20-09-24_colheita_01-03-25.kml,0.0,0,0
27791,arroz,5b0fbb17_v,5b0fbb17_rgb,2024-11-15,11,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_ARROZ/ARROZ_518594206-1_plantio_15-11-24_colheita_10-04-25.kml,0.0,0,0
27792,arroz,10427c49_v,10427c49_rgb,2024-10-15,10,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_ARROZ/ARROZ_519073669-1_plantio_15-10-24_colheita_20-04-25.kml,0.0,0,0
27793,arroz,f5b84d5f_v,f5b84d5f_rgb,2024-10-15,10,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_ARROZ/ARROZ_518278080-1_plantio_15-10-24_colheita_05-03-25.kml,0.0,0,0
27794,arroz,371734a4_v,371734a4_rgb,2025-09-01,9,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_ARROZ/ARROZ_519935943-1_plantio_01-09-25_colheita_09-02-26.kml,0.0,0,0
27795,arroz,37d52b2b_v,37d52b2b_rgb,2024-11-10,11,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_ARROZ/ARROZ_518620590-1_plantio_10-11-24_colheita_01-04-25.kml,0.0,0,0
27796,arroz,5249a6b7_v,5249a6b7_rgb,2024-09-20,9,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_ARROZ/ARROZ_518443265-1_plantio_20-09-24_colheita_20-02-25.kml,0.0,0,0
27797,arroz,0370435b_v,0370435b_rgb,2024-10-21,10,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_ARROZ/ARROZ_518957074-1_plantio_21-10-24_colheita_01-03-25.kml,0.0,0,0
27798,arroz,588a82a9_v,588a82a9_rgb,2025-12-01,12,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_ARROZ/ARROZ_519716089-1_plantio_01-12-25_colheita_25-03-26.kml,0.0,0,0
27799,arroz,0e81b66f_v,0e81b66f_rgb,2024-09-15,9,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_ARROZ/ARROZ_518325015-1_plantio_15-09-24_colheita_15-03-25.kml,0.0,0,0
27800,arroz,9c227323_v,9c227323_rgb,2025-09-15,9,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_ARROZ/ARROZ_520151152-1_plantio_15-09-25_colheita_28-01-26.kml,0.0,0,0
27801,arroz,0b76c444_v,0b76c444_rgb,2025-09-01,9,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_ARROZ/ARROZ_520358127-1_plantio_01-09-25_colheita_01-05-26.kml,0.0,0,0
27802,arroz,b7ce230a_v,b7ce230a_rgb,2025-10-01,10,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_ARROZ/ARROZ_520297164-1_plantio_01-10-25_colheita_01-03-26.kml,0.0,0,0
27803,arroz,efa46ecb_v,efa46ecb_rgb,2024-08-15,8,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_ARROZ/ARROZ_518304133-1_plantio_15-08-24_colheita_15-04-25.kml,0.0,0,0
27804,arroz,ef83ac29_v,ef83ac29_rgb,2024-11-01,11,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_ARROZ/ARROZ_518453828-1_plantio_01-11-24_colheita_01-04-25.kml,0.0,0,0
27805,arroz,ce3f2d29_v,ce3f2d29_rgb,2024-09-10,9,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_ARROZ/ARROZ_518372842-1_plantio_10-09-24_colheita_15-03-25.kml,0.0,0,0
27806,arroz,e970facb_v,e970facb_rgb,2025-09-20,9,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_ARROZ/ARROZ_520277834-1_plantio_20-09-25_colheita_02-02-26.kml,0.0,0,0
27807,arroz,d9171eed_v,d9171eed_rgb,2024-10-15,10,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_ARROZ/ARROZ_518912855-1_plantio_15-10-24_colheita_30-03-25.kml,0.0,0,0
27808,arroz,a1653f39_v,a1653f39_rgb,2024-09-20,9,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_ARROZ/ARROZ_518696772-1_plantio_20-09-24_colheita_01-05-25.kml,0.0,0,0
27809,arroz,1a87a864_v,1a87a864_rgb,2025-10-20,10,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_ARROZ/ARROZ_520306762-1_plantio_20-10-25_colheita_26-03-26.kml,0.0,0,0
27810,arroz,cc16c6e0_v,cc16c6e0_rgb,2024-09-21,9,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_ARROZ/ARROZ_518839657-1_plantio_21-09-24_colheita_15-02-25.kml,0.0,0,0
27811,arroz,49171471_v,49171471_rgb,2025-10-30,10,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_ARROZ/ARROZ_520131142-1_plantio_30-10-25_colheita_01-03-26.kml,0.0,0,0
27812,arroz,b913bc55_v,b913bc55_rgb,2024-10-15,10,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_ARROZ/ARROZ_519176477-1_plantio_15-10-24_colheita_05-03-25.kml,0.0,0,0
27813,arroz,0f1cbd50_v,0f1cbd50_rgb,2024-10-30,10,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_ARROZ/ARROZ_518331205-1_plantio_30-10-24_colheita_15-03-25.kml,0.0,0,0
27814,arroz,e60d377c_v,e60d377c_rgb,2024-11-01,11,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_ARROZ/ARROZ_519034608-1_plantio_01-11-24_colheita_13-03-25.kml,0.0,0,0
27815,arroz,ae125ff3_v,ae125ff3_rgb,2024-10-10,10,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_ARROZ/ARROZ_518786798-1_plantio_10-10-24_colheita_10-02-25.kml,0.0,0,0
27816,arroz,bf17c84a_v,bf17c84a_rgb,2025-09-15,9,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_ARROZ/ARROZ_520265381-1_plantio_15-09-25_colheita_20-02-26.kml,0.0,0,0
27817,arroz,66fcc160_v,66fcc160_rgb,2024-10-05,10,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_ARROZ/ARROZ_518455549-1_plantio_05-10-24_colheita_08-03-25.kml,0.0,0,0
27818,arroz,92e10d3b_v,92e10d3b_rgb,2024-10-10,10,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_ARROZ/ARROZ_518302177-1_plantio_10-10-24_colheita_15-03-25.kml,0.0,0,0
27819,arroz,c3deccba_v,c3deccba_rgb,2024-10-05,10,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_ARROZ/ARROZ_518854041-1_plantio_05-10-24_colheita_15-02-25.kml,0.0,0,0
27820,arroz,7a0f0bfe_v,7a0f0bfe_rgb,2025-08-10,8,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_ARROZ/ARROZ_520300996-1_plantio_10-08-25_colheita_15-02-26.kml,0.0,0,0
27821,arroz,4ec9a5c8_v,4ec9a5c8_rgb,2024-09-30,9,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_ARROZ/ARROZ_518716246-1_plantio_30-09-24_colheita_25-02-25.kml,0.0,0,0
27822,arroz,182fb9df_v,182fb9df_rgb,2024-08-20,8,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_ARROZ/ARROZ_518330882-1_plantio_20-08-24_colheita_10-01-25.kml,0.0,0,0
27823,arroz,5c166881_v,5c166881_rgb,2024-09-15,9,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_ARROZ/ARROZ_518721793-1_plantio_15-09-24_colheita_15-04-25.kml,0.0,0,0
27824,arroz,5fe15484_v,5fe15484_rgb,2024-10-10,10,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_ARROZ/ARROZ_518961656-1_plantio_10-10-24_colheita_20-04-25.kml,0.0,0,0
27825,arroz,9133ab66_v,9133ab66_rgb,2025-10-20,10,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_ARROZ/ARROZ_520103564-1_plantio_20-10-25_colheita_25-03-26.kml,0.0,0,0
27826,arroz,70a39021_v,70a39021_rgb,2024-11-20,11,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_ARROZ/ARROZ_519216834-1_plantio_20-11-24_colheita_15-03-25.kml,0.0,0,0
27827,arroz,dea52f8e_v,dea52f8e_rgb,2025-10-20,10,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_ARROZ/ARROZ_520157066-1_plantio_20-10-25_colheita_05-03-26.kml,0.0,0,0
27828,arroz,40d0c309_v,40d0c309_rgb,2024-10-01,10,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_ARROZ/ARROZ_518632969-1_plantio_01-10-24_colheita_15-04-25.kml,0.0,0,0
27829,arroz,9293159d_v,9293159d_rgb,2025-10-20,10,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_ARROZ/ARROZ_519732500-1_plantio_20-10-25_colheita_20-03-26.kml,0.0,0,0
27830,arroz,f711b445_v,f711b445_rgb,2024-09-20,9,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_ARROZ/ARROZ_518586524-1_plantio_20-09-24_colheita_16-04-25.kml,0.0,0,0
27831,arroz,078ec6e5_v,078ec6e5_rgb,2024-09-20,9,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_ARROZ/ARROZ_518277018-1_plantio_20-09-24_colheita_20-03-25.kml,0.0,0,0
27832,arroz,7bdc4750_v,7bdc4750_rgb,2024-11-01,11,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_ARROZ/ARROZ_518336906-1_plantio_01-11-24_colheita_01-04-25.kml,0.0,0,0
27833,arroz,5b6b26db_v,5b6b26db_rgb,2025-09-02,9,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_ARROZ/ARROZ_519875392-1_plantio_02-09-25_colheita_15-02-26.kml,0.0,0,0
