cultura,ref_infra_v,ref_rgb,data,mes,path
feijão,0967df31_v,0967df31_rgb,2024-09-01,9,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_FEIJAO/FEIJÃO_518233994-1_plantio_01-09-24_colheita_01-01-25.kml
feijão,757fd75d_v,757fd75d_rgb,2024-09-01,9,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_FEIJAO/FEIJÃO_518565154-1_plantio_01-09-24_colheita_25-11-24.kml
feijão,03313a03_v,03313a03_rgb,2024-12-20,12,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_FEIJAO/FEIJÃO_519273709-1_plantio_20-12-24_colheita_10-03-25.kml
feijão,864b40ac_v,864b40ac_rgb,2025-09-22,9,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_FEIJAO/FEIJÃO_520128638-1_plantio_22-09-25_colheita_15-01-26.kml
feijão,cf863ce4_v,cf863ce4_rgb,2024-12-20,12,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_FEIJAO/FEIJÃO_518770180-1_plantio_20-12-24_colheita_20-03-25.kml
feijão,1e4b593b_v,1e4b593b_rgb,2024-03-08,3,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_FEIJAO/FEIJÃO_517626738-1_plantio_08-03-24_colheita_06-06-24.kml
feijão,51e45b78_v,51e45b78_rgb,2024-03-08,3,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_FEIJAO/FEIJÃO_517553742-1_plantio_08-03-24_colheita_22-05-24.kml
feijão,e79ce9a0_v,e79ce9a0_rgb,2025-02-04,2,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_FEIJAO/FEIJÃO_519351842-1_plantio_04-02-25_colheita_01-04-25.kml
feijão,0c152d23_v,0c152d23_rgb,2024-03-12,3,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_FEIJAO/FEIJÃO_517635198-1_plantio_12-03-24_colheita_20-06-24.kml
feijão,11eedcca_v,11eedcca_rgb,2024-02-08,2,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_FEIJAO/FEIJÃO_517326757-1_plantio_08-02-24_colheita_15-06-24.kml
feijão,a5249477_v,a5249477_rgb,2024-01-30,1,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_FEIJAO/FEIJÃO_517394036-1_plantio_30-01-24_colheita_15-06-24.kml
feijão,2a94141c_v,2a94141c_rgb,2024-10-01,10,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_FEIJAO/FEIJÃO_518239607-1_plantio_01-10-24_colheita_01-12-24.kml
feijão,c14c8060_v,c14c8060_rgb,2024-10-22,10,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_FEIJAO/FEIJÃO_518393668-1_plantio_22-10-24_colheita_25-01-25.kml
feijão,58b46b93_v,58b46b93_rgb,2025-03-15,3,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_FEIJAO/FEIJÃO_519615672-1_plantio_15-03-25_colheita_01-07-25.kml
feijão,5009d260_v,5009d260_rgb,2025-02-27,2,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_FEIJAO/FEIJÃO_519592724-1_plantio_27-02-25_colheita_01-06-25.kml
feijão,0fa39356_v,0fa39356_rgb,2024-12-30,12,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_FEIJAO/FEIJÃO_518399808-1_plantio_30-12-24_colheita_09-04-25.kml
feijão,55762e70_v,55762e70_rgb,2024-02-28,2,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_FEIJAO/FEIJÃO_517519914-1_plantio_28-02-24_colheita_03-06-24.kml
feijão,6b849141_v,6b849141_rgb,2024-09-16,9,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_FEIJAO/FEIJÃO_518727773-1_plantio_16-09-24_colheita_15-12-24.kml
feijão,27f34286_v,27f34286_rgb,2024-02-10,2,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_FEIJAO/FEIJÃO_517416121-1_plantio_10-02-24_colheita_11-05-24.kml
feijão,9bb573e5_v,9bb573e5_rgb,2024-03-01,3,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_FEIJAO/FEIJÃO_517526962-1_plantio_01-03-24_colheita_15-06-24.kml
feijão,82bd3313_v,82bd3313_rgb,2024-02-01,2,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_FEIJAO/FEIJÃO_517393569-1_plantio_01-02-24_colheita_01-05-24.kml
feijão,f537897b_v,f537897b_rgb,2025-01-25,1,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_FEIJAO/FEIJÃO_519290312-1_plantio_25-01-25_colheita_20-05-25.kml
feijão,a8a8f3cc_v,a8a8f3cc_rgb,2024-11-03,11,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_FEIJAO/FEIJÃO_518481154-1_plantio_03-11-24_colheita_17-01-25.kml
feijão,d02058e7_v,d02058e7_rgb,2024-02-22,2,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_FEIJAO/FEIJÃO_517515824-1_plantio_22-02-24_colheita_01-06-24.kml
feijão,87e2bfac_v,87e2bfac_rgb,2024-03-20,3,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_FEIJAO/FEIJÃO_517700476-1_plantio_20-03-24_colheita_13-06-24.kml
feijão,1f216a7f_v,1f216a7f_rgb,2025-02-23,2,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_FEIJAO/FEIJÃO_519050884-1_plantio_23-02-25_colheita_30-05-25.kml
feijão,3c057a9b_v,3c057a9b_rgb,2024-03-10,3,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_FEIJAO/FEIJÃO_517590647-1_plantio_10-03-24_colheita_10-05-24.kml
feijão,4382b3e7_v,4382b3e7_rgb,2025-02-23,2,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_FEIJAO/FEIJÃO_518972138-1_plantio_23-02-25_colheita_19-05-25.kml
feijão,ad76b3ea_v,ad76b3ea_rgb,2024-09-18,9,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_FEIJAO/FEIJÃO_518730642-1_plantio_18-09-24_colheita_12-12-24.kml
feijão,35437171_v,35437171_rgb,2024-02-10,2,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_FEIJAO/FEIJÃO_517320802-1_plantio_10-02-24_colheita_10-05-24.kml
feijão,34b42a59_v,34b42a59_rgb,2024-02-29,2,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_FEIJAO/FEIJÃO_517498941-1_plantio_29-02-24_colheita_03-06-24.kml
feijão,0c361638_v,0c361638_rgb,2025-02-13,2,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_FEIJAO/FEIJÃO_519290396-1_plantio_13-02-25_colheita_14-05-25.kml
feijão,c9266025_v,c9266025_rgb,2024-02-19,2,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_FEIJAO/FEIJÃO_517551160-1_plantio_19-02-24_colheita_23-05-24.kml
feijão,7cdd9832_v,7cdd9832_rgb,2025-02-15,2,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_FEIJAO/FEIJÃO_519468725-1_plantio_15-02-25_colheita_01-05-25.kml
feijão,d64b4f60_v,d64b4f60_rgb,2024-02-22,2,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_FEIJAO/FEIJÃO_517498917-1_plantio_22-02-24_colheita_10-06-24.kml
feijão,a1d1b8c4_v,a1d1b8c4_rgb,2024-09-21,9,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_FEIJAO/FEIJÃO_518496298-1_plantio_21-09-24_colheita_24-12-24.kml
feijão,479a39c4_v,479a39c4_rgb,2025-01-10,1,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_FEIJAO/FEIJÃO_519256545-1_plantio_10-01-25_colheita_05-04-25.kml
feijão,4c486de9_v,4c486de9_rgb,2024-09-25,9,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_FEIJAO/FEIJÃO_518712430-1_plantio_25-09-24_colheita_19-12-24.kml
feijão,f09c7f81_v,f09c7f81_rgb,2024-09-26,9,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_FEIJAO/FEIJÃO_518777213-1_plantio_26-09-24_colheita_15-01-25.kml
feijão,741622f5_v,741622f5_rgb,2024-09-18,9,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_FEIJAO/FEIJÃO_518742923-1_plantio_18-09-24_colheita_01-12-24.kml
feijão,c5f134b0_v,c5f134b0_rgb,2024-09-01,9,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_FEIJAO/FEIJÃO_518527315-1_plantio_01-09-24_colheita_05-12-24.kml
feijão,ef858ba6_v,ef858ba6_rgb,2024-09-01,9,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_FEIJAO/FEIJÃO_518459352-1_plantio_01-09-24_colheita_20-11-24.kml
feijão,4df868ed_v,4df868ed_rgb,2024-03-05,3,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_FEIJAO/FEIJÃO_517262880-1_plantio_05-03-24_colheita_29-05-24.kml
feijão,78883414_v,78883414_rgb,2024-02-05,2,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_FEIJAO/FEIJÃO_517335139-1_plantio_05-02-24_colheita_20-04-24.kml
feijão,096b0494_v,096b0494_rgb,2025-02-23,2,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_FEIJAO/FEIJÃO_518949120-1_plantio_23-02-25_colheita_19-05-25.kml
feijão,383be761_v,383be761_rgb,2024-03-21,3,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_FEIJAO/FEIJÃO_517273438-1_plantio_21-03-24_colheita_24-06-24.kml
feijão,a01ede5a_v,a01ede5a_rgb,2024-01-15,1,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_FEIJAO/FEIJÃO_517260703-1_plantio_15-01-24_colheita_14-04-24.kml
feijão,094478f8_v,094478f8_rgb,2024-09-15,9,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_FEIJAO/FEIJÃO_518450350-1_plantio_15-09-24_colheita_07-12-24.kml
feijão,0cdc16ad_v,0cdc16ad_rgb,2024-03-05,3,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_FEIJAO/FEIJÃO_517362923-1_plantio_05-03-24_colheita_19-05-24.kml
feijão,34474028_v,34474028_rgb,2024-10-01,10,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_FEIJAO/FEIJÃO_518790830-1_plantio_01-10-24_colheita_20-01-25.kml
feijão,a802946f_v,a802946f_rgb,2024-09-30,9,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_FEIJAO/FEIJÃO_518484528-1_plantio_30-09-24_colheita_03-01-25.kml
feijão,21564412_v,21564412_rgb,2024-09-24,9,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_FEIJAO/FEIJÃO_518632398-1_plantio_24-09-24_colheita_18-12-24.kml
feijão,95846adf_v,95846adf_rgb,2024-09-20,9,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_FEIJAO/FEIJÃO_518845542-1_plantio_20-09-24_colheita_14-12-24.kml
feijão,5faa74fc_v,5faa74fc_rgb,2024-10-01,10,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_FEIJAO/FEIJÃO_518428191-1_plantio_01-10-24_colheita_25-12-24.kml
feijão,39b01d6a_v,39b01d6a_rgb,2024-01-05,1,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_FEIJAO/FEIJÃO_517261111-1_plantio_05-01-24_colheita_30-03-24.kml
feijão,2ba41c29_v,2ba41c29_rgb,2025-02-28,2,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_FEIJAO/FEIJÃO_519560193-1_plantio_28-02-25_colheita_14-05-25.kml
feijão,32aff8e8_v,32aff8e8_rgb,2025-01-28,1,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_FEIJAO/FEIJÃO_519565787-1_plantio_28-01-25_colheita_25-04-25.kml
feijão,02540615_v,02540615_rgb,2025-02-05,2,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_FEIJAO/FEIJÃO_519452202-1_plantio_05-02-25_colheita_15-05-25.kml
feijão,e0bcc4f1_v,e0bcc4f1_rgb,2024-02-15,2,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_FEIJAO/FEIJÃO_517425535-1_plantio_15-02-24_colheita_15-06-24.kml
feijão,4c2962c7_v,4c2962c7_rgb,2025-03-10,3,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_FEIJAO/FEIJÃO_519723862-1_plantio_10-03-25_colheita_24-05-25.kml
feijão,bd47383d_v,bd47383d_rgb,2025-02-07,2,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_FEIJAO/FEIJÃO_518654866-1_plantio_07-02-25_colheita_03-05-25.kml
feijão,813926f1_v,813926f1_rgb,2024-03-16,3,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_FEIJAO/FEIJÃO_517294994-1_plantio_16-03-24_colheita_10-07-24.kml
feijão,5020191c_v,5020191c_rgb,2025-09-01,9,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_FEIJAO/FEIJÃO_520281553-1_plantio_01-09-25_colheita_01-12-25.kml
feijão,6f5113f1_v,6f5113f1_rgb,2024-09-20,9,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_FEIJAO/FEIJÃO_518564731-1_plantio_20-09-24_colheita_14-12-24.kml
feijão,21f0521d_v,21f0521d_rgb,2024-09-12,9,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_FEIJAO/FEIJÃO_518284019-1_plantio_12-09-24_colheita_01-12-24.kml
feijão,08e3b2a6_v,08e3b2a6_rgb,2024-02-17,2,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_FEIJAO/FEIJÃO_517502934-1_plantio_17-02-24_colheita_12-05-24.kml
feijão,b8fd6afc_v,b8fd6afc_rgb,2025-02-03,2,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_FEIJAO/FEIJÃO_518508537-1_plantio_03-02-25_colheita_29-04-25.kml
feijão,bb4a5a5a_v,bb4a5a5a_rgb,2024-02-08,2,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_FEIJAO/FEIJÃO_517430851-1_plantio_08-02-24_colheita_23-05-24.kml
feijão,7950b31f_v,7950b31f_rgb,2024-09-15,9,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_FEIJAO/FEIJÃO_518428565-1_plantio_15-09-24_colheita_09-12-24.kml
feijão,b60d4ae6_v,b60d4ae6_rgb,2024-02-28,2,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_FEIJAO/FEIJÃO_517577213-1_plantio_28-02-24_colheita_01-06-24.kml
feijão,5b8f4d0a_v,5b8f4d0a_rgb,2025-02-15,2,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_FEIJAO/FEIJÃO_519504824-1_plantio_15-02-25_colheita_01-06-25.kml
feijão,93591f9c_v,93591f9c_rgb,2024-02-05,2,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_FEIJAO/FEIJÃO_517404079-1_plantio_05-02-24_colheita_10-05-24.kml
feijão,81b37326_v,81b37326_rgb,2024-12-25,12,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_FEIJAO/FEIJÃO_519031048-1_plantio_25-12-24_colheita_20-03-25.kml
feijão,f4182c9c_v,f4182c9c_rgb,2024-09-17,9,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_FEIJAO/FEIJÃO_518731280-1_plantio_17-09-24_colheita_01-12-24.kml
feijão,8ebbfd2e_v,8ebbfd2e_rgb,2024-02-10,2,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_FEIJAO/FEIJÃO_517436824-1_plantio_10-02-24_colheita_30-04-24.kml
feijão,74316499_v,74316499_rgb,2024-02-10,2,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_FEIJAO/FEIJÃO_517267656-1_plantio_10-02-24_colheita_05-05-24.kml
feijão,a86f9aad_v,a86f9aad_rgb,2024-02-02,2,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_FEIJAO/FEIJÃO_517348570-1_plantio_02-02-24_colheita_06-05-24.kml
feijão,210c9c27_v,210c9c27_rgb,2025-03-09,3,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_FEIJAO/FEIJÃO_519175740-1_plantio_09-03-25_colheita_23-05-25.kml
feijão,1e6fa048_v,1e6fa048_rgb,2024-02-16,2,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_FEIJAO/FEIJÃO_517337632-1_plantio_16-02-24_colheita_01-05-24.kml
feijão,f51e2d08_v,f51e2d08_rgb,2024-09-01,9,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_FEIJAO/FEIJÃO_518707824-1_plantio_01-09-24_colheita_01-11-24.kml
feijão,a884ee66_v,a884ee66_rgb,2024-02-16,2,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_FEIJAO/FEIJÃO_517311986-1_plantio_16-02-24_colheita_18-05-24.kml
feijão,cf331b34_v,cf331b34_rgb,2025-11-20,11,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_FEIJAO/FEIJÃO_520024583-1_plantio_20-11-25_colheita_10-04-26.kml
feijão,599098f9_v,599098f9_rgb,2025-03-03,3,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_FEIJAO/FEIJÃO_519179963-1_plantio_03-03-25_colheita_27-05-25.kml
feijão,415d9ca2_v,415d9ca2_rgb,2024-12-16,12,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_FEIJAO/FEIJÃO_518747791-1_plantio_16-12-24_colheita_01-02-25.kml
feijão,90df3951_v,90df3951_rgb,2024-02-28,2,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_FEIJAO/FEIJÃO_517368087-1_plantio_28-02-24_colheita_01-06-24.kml
feijão,25f7a9e0_v,25f7a9e0_rgb,2024-09-15,9,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_FEIJAO/FEIJÃO_518231427-1_plantio_15-09-24_colheita_20-12-24.kml
feijão,d212259d_v,d212259d_rgb,2024-09-01,9,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_FEIJAO/FEIJÃO_518499869-1_plantio_01-09-24_colheita_06-12-24.kml
feijão,744f1276_v,744f1276_rgb,2025-02-01,2,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_FEIJAO/FEIJÃO_519251412-1_plantio_01-02-25_colheita_27-04-25.kml
feijão,00184bb7_v,00184bb7_rgb,2024-02-10,2,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_FEIJAO/FEIJÃO_517268334-1_plantio_10-02-24_colheita_15-05-24.kml
feijão,f9003dd6_v,f9003dd6_rgb,2025-09-01,9,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_FEIJAO/FEIJÃO_520286019-1_plantio_01-09-25_colheita_01-01-26.kml
feijão,f2280563_v,f2280563_rgb,2024-01-23,1,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_FEIJAO/FEIJÃO_517391501-1_plantio_23-01-24_colheita_30-04-24.kml
feijão,874678db_v,874678db_rgb,2024-02-11,2,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_FEIJAO/FEIJÃO_517323289-1_plantio_11-02-24_colheita_25-05-24.kml
feijão,cc730306_v,cc730306_rgb,2024-09-10,9,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_FEIJAO/FEIJÃO_518497396-1_plantio_10-09-24_colheita_04-12-24.kml
feijão,fc492548_v,fc492548_rgb,2024-09-11,9,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_FEIJAO/FEIJÃO_518568143-1_plantio_11-09-24_colheita_10-01-25.kml
feijão,5ccbe960_v,5ccbe960_rgb,2024-09-20,9,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_FEIJAO/FEIJÃO_518654506-1_plantio_20-09-24_colheita_10-01-25.kml
feijão,a9d93325_v,a9d93325_rgb,2024-09-01,9,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_FEIJAO/FEIJÃO_518348453-1_plantio_01-09-24_colheita_20-12-24.kml
feijão,6d99b687_v,6d99b687_rgb,2024-09-10,9,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_FEIJAO/FEIJÃO_518464234-1_plantio_10-09-24_colheita_10-01-25.kml
feijão,9e55d30a_v,9e55d30a_rgb,2025-02-18,2,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_FEIJAO/FEIJÃO_519286380-1_plantio_18-02-25_colheita_19-05-25.kml
feijão,3bfd9720_v,3bfd9720_rgb,2025-01-15,1,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_FEIJAO/FEIJÃO_519173818-1_plantio_15-01-25_colheita_10-04-25.kml
feijão,6159b7c2_v,6159b7c2_rgb,2025-02-01,2,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_FEIJAO/FEIJÃO_519393637-1_plantio_01-02-25_colheita_30-04-25.kml
feijão,ff4c30d4_v,ff4c30d4_rgb,2024-11-15,11,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_FEIJAO/FEIJÃO_518696811-1_plantio_15-11-24_colheita_01-05-25.kml
feijão,637a5ef2_v,637a5ef2_rgb,2025-02-26,2,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_FEIJAO/FEIJÃO_519614184-1_plantio_26-02-25_colheita_25-05-25.kml
feijão,bcfc922f_v,bcfc922f_rgb,2024-02-20,2,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_FEIJAO/FEIJÃO_517506678-1_plantio_20-02-24_colheita_10-05-24.kml
feijão,d6e16e96_v,d6e16e96_rgb,2025-01-25,1,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_FEIJAO/FEIJÃO_518982727-1_plantio_25-01-25_colheita_21-04-25.kml
feijão,32611b42_v,32611b42_rgb,2025-01-28,1,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_FEIJAO/FEIJÃO_519516623-1_plantio_28-01-25_colheita_15-06-25.kml
feijão,2ba6bb00_v,2ba6bb00_rgb,2025-03-02,3,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_FEIJAO/FEIJÃO_519208412-1_plantio_02-03-25_colheita_16-05-25.kml
feijão,7f8d08ac_v,7f8d08ac_rgb,2024-09-10,9,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_FEIJAO/FEIJÃO_517834519-1_plantio_10-09-24_colheita_05-01-25.kml
feijão,6827899d_v,6827899d_rgb,2024-02-18,2,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_FEIJAO/FEIJÃO_517543244-1_plantio_18-02-24_colheita_19-05-24.kml
feijão,8e5a4840_v,8e5a4840_rgb,2025-01-25,1,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_FEIJAO/FEIJÃO_519215486-1_plantio_25-01-25_colheita_20-04-25.kml
feijão,8a0c9ba6_v,8a0c9ba6_rgb,2025-01-30,1,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_FEIJAO/FEIJÃO_519111129-1_plantio_30-01-25_colheita_15-04-25.kml
feijão,bf984ab9_v,bf984ab9_rgb,2025-02-16,2,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_FEIJAO/FEIJÃO_519531648-1_plantio_16-02-25_colheita_31-05-25.kml
feijão,b936d7a4_v,b936d7a4_rgb,2025-02-10,2,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_FEIJAO/FEIJÃO_518954120-1_plantio_10-02-25_colheita_06-05-25.kml
feijão,afd61100_v,afd61100_rgb,2024-09-11,9,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_FEIJAO/FEIJÃO_518638781-1_plantio_11-09-24_colheita_21-12-24.kml
feijão,b9887293_v,b9887293_rgb,2024-11-01,11,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_FEIJAO/FEIJÃO_518262889-1_plantio_01-11-24_colheita_25-01-25.kml
feijão,07e54761_v,07e54761_rgb,2024-01-20,1,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_FEIJAO/FEIJÃO_517304221-1_plantio_20-01-24_colheita_20-04-24.kml
feijão,7a640759_v,7a640759_rgb,2024-02-28,2,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_FEIJAO/FEIJÃO_517519467-1_plantio_28-02-24_colheita_23-05-24.kml
feijão,2fdfe849_v,2fdfe849_rgb,2024-01-30,1,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_FEIJAO/FEIJÃO_517323180-1_plantio_30-01-24_colheita_01-06-24.kml
feijão,f8e0f098_v,f8e0f098_rgb,2025-02-04,2,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_FEIJAO/FEIJÃO_519288635-1_plantio_04-02-25_colheita_10-05-25.kml
feijão,48de8373_v,48de8373_rgb,2025-02-19,2,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_FEIJAO/FEIJÃO_519412696-1_plantio_19-02-25_colheita_25-05-25.kml
feijão,0cce6243_v,0cce6243_rgb,2024-02-27,2,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_FEIJAO/FEIJÃO_517506654-1_plantio_27-02-24_colheita_27-05-24.kml
feijão,688f0a6a_v,688f0a6a_rgb,2024-03-09,3,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_FEIJAO/FEIJÃO_517272230-1_plantio_09-03-24_colheita_02-06-24.kml
feijão,33370c5d_v,33370c5d_rgb,2025-08-21,8,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_FEIJAO/FEIJÃO_520194707-1_plantio_21-08-25_colheita_09-11-25.kml
feijão,b967fffd_v,b967fffd_rgb,2025-09-10,9,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_FEIJAO/FEIJÃO_520264878-1_plantio_10-09-25_colheita_20-12-25.kml
feijão,42ee8489_v,42ee8489_rgb,2024-09-20,9,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_FEIJAO/FEIJÃO_518174441-1_plantio_20-09-24_colheita_25-12-24.kml
feijão,0e671969_v,0e671969_rgb,2024-02-28,2,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_FEIJAO/FEIJÃO_517443796-1_plantio_28-02-24_colheita_23-05-24.kml
feijão,f584963b_v,f584963b_rgb,2024-09-01,9,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_FEIJAO/FEIJÃO_517963920-1_plantio_01-09-24_colheita_25-11-24.kml
feijão,4196e9b6_v,4196e9b6_rgb,2024-02-20,2,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_FEIJAO/FEIJÃO_517520303-1_plantio_20-02-24_colheita_30-05-24.kml
feijão,103c08c6_v,103c08c6_rgb,2024-09-02,9,/home/softfocus/data_mining_retreino/kmls/culturas/arquivos_kml_FEIJAO/FEIJÃO_518501207-1_plantio_02-09-24_colheita_06-12-24.kml
