kml,data,true,claim,mesmo_dap,pred,confianca,prob_true,prob_claim,acerto_real,seguiu_mentira,tempo_seg
FEIJÃO_519311137-1_plantio_01-03-25_colheita_20-05-25.kml,2025-03-01,FEIJÃO,FEIJÃO,True,FEIJÃO,88.3,88.3,88.3,True,False,13.0
FEIJÃO_519118553-1_plantio_09-02-25_colheita_20-05-25.kml,2025-02-09,FEIJÃO,MILHO,True,MILHO,88.2,7.5,88.2,False,True,13.5
MILHO_518564781-2_plantio_05-09-24_colheita_15-03-25.kml,2024-09-05,MILHO,FEIJÃO,True,MILHO,86.6,86.6,5.4,True,False,13.4
FEIJÃO_517454820-1_plantio_01-03-24_colheita_01-05-24.kml,2024-03-01,FEIJÃO,SOJA,True,MILHO,64.3,28.8,1.8,False,False,13.4
FEIJÃO_517530514-1_plantio_24-02-24_colheita_20-05-24.kml,2024-02-24,FEIJÃO,MILHO,True,FEIJÃO,65.9,65.9,27.2,True,False,14.9
MILHO_517530396-1_plantio_15-06-24_colheita_15-10-24.kml,2024-06-15,MILHO,AVEIA,False,AVEIA,93.4,1.5,93.4,False,True,13.4
AVEIA_517561431-1_plantio_15-06-24_colheita_15-11-24.kml,2024-06-15,AVEIA,MILHO,False,MILHO,50.0,26.2,50.0,False,True,13.9
TRIGO_517907363-1_plantio_25-05-24_colheita_05-10-24.kml,2024-05-25,TRIGO,AVEIA,False,AVEIA,90.9,2.0,90.9,False,True,13.3
MILHO_517530396-1_plantio_15-06-24_colheita_15-10-24.kml,2024-06-15,MILHO,MILHO,True,MILHO,49.7,49.7,49.7,True,False,13.3
TRIGO_517905207-1_plantio_16-05-24_colheita_25-08-24.kml,2024-05-16,TRIGO,TRIGO,True,TRIGO,92.1,92.1,92.1,True,False,13.0
FEIJÃO_519504920-1_plantio_01-03-25_colheita_20-05-25.kml,2025-03-01,FEIJÃO,SOJA,True,FEIJÃO,89.3,89.3,1.6,True,False,12.9
FEIJÃO_518694761-1_plantio_25-09-24_colheita_19-12-24.kml,2024-09-25,FEIJÃO,SOJA,True,MILHO,75.8,7.0,12.3,False,False,13.3
AVEIA_519753287-1_plantio_01-06-25_colheita_20-10-25.kml,2025-06-01,AVEIA,FEIJÃO,False,MILHO,63.7,16.9,6.1,False,False,12.8
TRIGO_519870774-1_plantio_01-06-25_colheita_25-10-25.kml,2025-06-01,TRIGO,TRIGO,True,TRIGO,93.0,93.0,93.0,True,False,12.6
MILHO_518556125-1_plantio_11-03-25_colheita_20-07-25.kml,2025-03-11,MILHO,TRIGO,False,MILHO,68.9,68.9,10.7,True,False,15.2
AVEIA_520025243-1_plantio_02-06-25_colheita_15-10-25.kml,2025-06-02,AVEIA,SOJA,False,MILHO,94.6,1.2,1.0,False,False,13.5
FEIJÃO_517491462-1_plantio_26-01-24_colheita_10-05-24.kml,2024-01-26,FEIJÃO,SOJA,True,MILHO,48.4,37.4,10.3,False,False,13.7
MILHO_518265593-1_plantio_15-08-24_colheita_03-12-24.kml,2024-08-15,MILHO,MILHO,True,MILHO,87.4,87.4,87.4,True,False,13.2
SOJA_519911132-1_plantio_25-10-25_colheita_25-02-26.kml,2025-10-25,SOJA,FEIJÃO,True,SOJA,76.1,76.1,13.4,True,False,13.2
AVEIA_517523244-1_plantio_01-06-24_colheita_25-10-24.kml,2024-06-01,AVEIA,FEIJÃO,False,MILHO,31.6,29.0,7.9,False,False,13.6
SOJA_518018727-1_plantio_25-10-24_colheita_02-02-25.kml,2024-10-25,SOJA,FEIJÃO,True,MILHO,58.2,26.1,11.3,False,False,16.5
FEIJÃO_519504920-1_plantio_01-03-25_colheita_20-05-25.kml,2025-03-01,FEIJÃO,FEIJÃO,True,FEIJÃO,88.7,88.7,88.7,True,False,12.3
TRIGO_517610671-1_plantio_20-06-24_colheita_25-10-24.kml,2024-06-20,TRIGO,FEIJÃO,False,AVEIA,41.9,12.6,6.9,False,False,19.7
SOJA_518611903-1_plantio_01-10-24_colheita_01-01-25.kml,2024-10-01,SOJA,SOJA,True,SOJA,63.9,63.9,63.9,True,False,13.6
TRIGO_517700161-1_plantio_28-05-24_colheita_13-10-24.kml,2024-05-28,TRIGO,TRIGO,True,TRIGO,92.2,92.2,92.2,True,False,23.9
MILHO_518099154-1_plantio_05-09-24_colheita_03-01-25.kml,2024-09-05,MILHO,AVEIA,False,SOJA,80.5,1.4,2.8,False,False,24.0
SOJA_518581117-1_plantio_11-10-24_colheita_01-02-25.kml,2024-10-11,SOJA,MILHO,True,SOJA,39.3,39.3,32.8,True,False,13.1
SOJA_518941634-1_plantio_07-11-24_colheita_30-04-25.kml,2024-11-07,SOJA,FEIJÃO,True,SOJA,82.3,82.3,4.0,True,False,13.5
MILHO_517884613-1_plantio_01-05-24_colheita_01-11-24.kml,2024-05-01,MILHO,TRIGO,False,TRIGO,83.0,7.1,83.0,False,True,13.2
FEIJÃO_519257102-1_plantio_15-02-25_colheita_11-05-25.kml,2025-02-15,FEIJÃO,SOJA,True,MILHO,55.6,37.9,2.4,False,False,12.6
MILHO_517884613-1_plantio_01-05-24_colheita_01-11-24.kml,2024-05-01,MILHO,FEIJÃO,True,MILHO,95.5,95.5,1.2,True,False,12.5
AVEIA_519528190-1_plantio_21-05-25_colheita_01-10-25.kml,2025-05-21,AVEIA,AVEIA,True,AVEIA,83.7,83.7,83.7,True,False,13.2
TRIGO_519753187-1_plantio_11-06-25_colheita_01-11-25.kml,2025-06-11,TRIGO,MILHO,False,MILHO,41.7,17.2,41.7,False,True,13.5
MILHO_518415949-1_plantio_01-09-24_colheita_15-01-25.kml,2024-09-01,MILHO,TRIGO,False,SOJA,51.4,23.3,2.9,False,False,12.6
MILHO_519709415-1_plantio_01-03-25_colheita_01-07-25.kml,2025-03-01,MILHO,MILHO,True,MILHO,50.9,50.9,50.9,True,False,12.2
AVEIA_517529258-1_plantio_21-05-24_colheita_20-09-24.kml,2024-05-21,AVEIA,FEIJÃO,False,MILHO,92.6,2.5,2.0,False,False,12.2
TRIGO_517743795-1_plantio_20-05-24_colheita_27-09-24.kml,2024-05-20,TRIGO,SOJA,False,MILHO,70.0,8.1,4.7,False,False,13.0
FEIJÃO_517260136-1_plantio_25-02-24_colheita_25-05-24.kml,2024-02-25,FEIJÃO,TRIGO,False,FEIJÃO,87.7,87.7,1.8,True,False,14.3
MILHO_517540319-1_plantio_15-02-24_colheita_14-07-24.kml,2024-02-15,MILHO,SOJA,True,MILHO,86.7,86.7,1.6,True,False,12.6
FEIJÃO_517530514-1_plantio_24-02-24_colheita_20-05-24.kml,2024-02-24,FEIJÃO,FEIJÃO,True,FEIJÃO,65.9,65.9,65.9,True,False,12.6
AVEIA_517677037-1_plantio_21-05-24_colheita_05-10-24.kml,2024-05-21,AVEIA,AVEIA,True,AVEIA,94.0,94.0,94.0,True,False,12.9
TRIGO_519917374-1_plantio_15-06-25_colheita_15-10-25.kml,2025-06-15,TRIGO,SOJA,False,AVEIA,50.9,11.3,5.6,False,False,12.7
SOJA_519172649-1_plantio_28-11-24_colheita_15-04-25.kml,2024-11-28,SOJA,SOJA,True,MILHO,81.2,11.2,11.2,False,False,18.1
SOJA_518018727-1_plantio_25-10-24_colheita_02-02-25.kml,2024-10-25,SOJA,AVEIA,False,SOJA,48.5,48.5,2.5,True,False,13.2
MILHO_520218990-1_plantio_01-09-25_colheita_09-01-26.kml,2025-09-01,MILHO,AVEIA,False,FEIJÃO,54.4,32.6,3.2,False,False,12.3
SOJA_518181955-1_plantio_20-10-24_colheita_15-02-25.kml,2024-10-20,SOJA,SOJA,True,SOJA,57.5,57.5,57.5,True,False,12.3
TRIGO_517745821-1_plantio_01-06-24_colheita_10-11-24.kml,2024-06-01,TRIGO,AVEIA,False,AVEIA,93.9,1.5,93.9,False,True,13.5
MILHO_517884613-1_plantio_01-05-24_colheita_01-11-24.kml,2024-05-01,MILHO,AVEIA,False,AVEIA,72.4,13.4,72.4,False,True,12.9
AVEIA_518023991-1_plantio_25-05-24_colheita_10-10-24.kml,2024-05-25,AVEIA,FEIJÃO,False,MILHO,95.8,0.8,1.4,False,False,12.7
TRIGO_519760737-1_plantio_20-06-25_colheita_20-10-25.kml,2025-06-20,TRIGO,TRIGO,True,TRIGO,91.1,91.1,91.1,True,False,12.9
FEIJÃO_518716917-1_plantio_16-12-24_colheita_17-01-25.kml,2024-12-16,FEIJÃO,MILHO,True,MILHO,56.0,18.1,56.0,False,True,13.4
MILHO_517333241-1_plantio_20-04-24_colheita_01-10-24.kml,2024-04-20,MILHO,AVEIA,False,AVEIA,77.4,12.7,77.4,False,True,13.1
SOJA_518741736-1_plantio_02-12-24_colheita_01-04-25.kml,2024-12-02,SOJA,SOJA,True,SOJA,44.0,44.0,44.0,True,False,15.1
MILHO_517497401-1_plantio_01-03-24_colheita_01-07-24.kml,2024-03-01,MILHO,AVEIA,False,FEIJÃO,76.2,7.0,9.4,False,False,20.9
FEIJÃO_517491462-1_plantio_26-01-24_colheita_10-05-24.kml,2024-01-26,FEIJÃO,TRIGO,False,MILHO,77.9,14.4,1.7,False,False,13.0
FEIJÃO_518496257-1_plantio_21-09-24_colheita_21-12-24.kml,2024-09-21,FEIJÃO,SOJA,True,MILHO,88.3,3.9,5.3,False,False,13.2
AVEIA_517687248-1_plantio_15-06-24_colheita_15-10-24.kml,2024-06-15,AVEIA,FEIJÃO,False,MILHO,33.5,31.1,7.7,False,False,39.9
AVEIA_519753287-1_plantio_01-06-25_colheita_20-10-25.kml,2025-06-01,AVEIA,AVEIA,True,AVEIA,94.1,94.1,94.1,True,False,12.5
TRIGO_519917374-1_plantio_15-06-25_colheita_15-10-25.kml,2025-06-15,TRIGO,MILHO,False,MILHO,38.4,20.4,38.4,False,True,12.7
SOJA_519911132-1_plantio_25-10-25_colheita_25-02-26.kml,2025-10-25,SOJA,SOJA,True,SOJA,76.1,76.1,76.1,True,False,12.8
FEIJÃO_519504920-1_plantio_01-03-25_colheita_20-05-25.kml,2025-03-01,FEIJÃO,AVEIA,False,FEIJÃO,73.8,73.8,4.1,True,False,12.8
TRIGO_517877065-1_plantio_01-06-24_colheita_24-09-24.kml,2024-06-01,TRIGO,TRIGO,True,TRIGO,90.1,90.1,90.1,True,False,12.8
SOJA_518405568-1_plantio_20-11-24_colheita_15-04-25.kml,2024-11-20,SOJA,FEIJÃO,True,SOJA,75.1,75.1,9.2,True,False,14.3
FEIJÃO_519514583-1_plantio_11-02-25_colheita_30-04-25.kml,2025-02-11,FEIJÃO,SOJA,True,MILHO,56.0,35.7,4.1,False,False,13.2
AVEIA_519623537-1_plantio_05-06-25_colheita_05-10-25.kml,2025-06-05,AVEIA,TRIGO,False,TRIGO,93.0,1.8,93.0,False,True,12.8
SOJA_518741736-1_plantio_02-12-24_colheita_01-04-25.kml,2024-12-02,SOJA,TRIGO,False,SOJA,88.7,88.7,1.6,True,False,12.8
SOJA_518941634-1_plantio_07-11-24_colheita_30-04-25.kml,2024-11-07,SOJA,SOJA,True,SOJA,82.3,82.3,82.3,True,False,15.6
FEIJÃO_519118553-1_plantio_09-02-25_colheita_20-05-25.kml,2025-02-09,FEIJÃO,AVEIA,False,MILHO,67.2,24.9,2.3,False,False,13.5
TRIGO_519870774-1_plantio_01-06-25_colheita_25-10-25.kml,2025-06-01,TRIGO,AVEIA,False,AVEIA,93.9,1.5,93.9,False,True,13.7
MILHO_518606329-1_plantio_10-09-24_colheita_14-03-25.kml,2024-09-10,MILHO,MILHO,True,FEIJÃO,70.9,8.3,8.3,False,False,12.9
FEIJÃO_518273753-1_plantio_01-09-24_colheita_20-12-24.kml,2024-09-01,FEIJÃO,AVEIA,False,FEIJÃO,82.0,82.0,2.3,True,False,12.9
AVEIA_517690232-1_plantio_15-06-24_colheita_20-10-24.kml,2024-06-15,AVEIA,AVEIA,True,AVEIA,87.9,87.9,87.9,True,False,12.6
FEIJÃO_518694761-1_plantio_25-09-24_colheita_19-12-24.kml,2024-09-25,FEIJÃO,TRIGO,False,SOJA,81.5,12.2,1.4,False,False,13.1
MILHO_518606329-1_plantio_10-09-24_colheita_14-03-25.kml,2024-09-10,MILHO,TRIGO,False,SOJA,91.7,2.3,1.3,False,False,13.1
FEIJÃO_519118553-1_plantio_09-02-25_colheita_20-05-25.kml,2025-02-09,FEIJÃO,SOJA,True,MILHO,86.8,8.5,2.1,False,False,13.1
TRIGO_519843114-1_plantio_21-04-25_colheita_15-09-25.kml,2025-04-21,TRIGO,MILHO,False,MILHO,95.1,1.3,95.1,False,True,13.2
MILHO_518553919-1_plantio_25-08-24_colheita_05-01-25.kml,2024-08-25,MILHO,TRIGO,False,MILHO,89.3,89.3,1.6,True,False,27.0
FEIJÃO_519257102-1_plantio_15-02-25_colheita_11-05-25.kml,2025-02-15,FEIJÃO,FEIJÃO,True,MILHO,64.8,29.0,29.0,False,False,13.2
MILHO_519709415-1_plantio_01-03-25_colheita_01-07-25.kml,2025-03-01,MILHO,AVEIA,False,MILHO,64.8,64.8,3.2,True,False,13.0
SOJA_519911132-1_plantio_25-10-25_colheita_25-02-26.kml,2025-10-25,SOJA,MILHO,True,SOJA,77.3,77.3,9.0,True,False,23.9
AVEIA_517518286-1_plantio_01-06-24_colheita_21-10-24.kml,2024-06-01,AVEIA,SOJA,False,MILHO,65.0,12.6,5.4,False,False,24.1
AVEIA_517398636-1_plantio_11-06-24_colheita_05-10-24.kml,2024-06-11,AVEIA,SOJA,False,MILHO,50.5,7.6,5.3,False,False,24.8
SOJA_519911132-1_plantio_25-10-25_colheita_25-02-26.kml,2025-10-25,SOJA,TRIGO,False,SOJA,60.1,60.1,2.6,True,False,13.4
AVEIA_519830052-1_plantio_12-05-25_colheita_29-09-25.kml,2025-05-12,AVEIA,FEIJÃO,False,MILHO,66.1,18.4,4.8,False,False,12.9
TRIGO_517618210-1_plantio_21-05-24_colheita_28-10-24.kml,2024-05-21,TRIGO,TRIGO,True,TRIGO,90.5,90.5,90.5,True,False,12.7
AVEIA_517690232-1_plantio_15-06-24_colheita_20-10-24.kml,2024-06-15,AVEIA,MILHO,False,AVEIA,64.4,64.4,9.7,True,False,12.3
SOJA_518145934-1_plantio_01-10-24_colheita_25-02-25.kml,2024-10-01,SOJA,TRIGO,False,SOJA,89.3,89.3,1.3,True,False,12.4
AVEIA_520026528-1_plantio_06-06-25_colheita_13-11-25.kml,2025-06-06,AVEIA,MILHO,False,MILHO,84.2,4.5,84.2,False,True,23.4
TRIGO_519843114-1_plantio_21-04-25_colheita_15-09-25.kml,2025-04-21,TRIGO,TRIGO,True,TRIGO,87.7,87.7,87.7,True,False,12.9
SOJA_518393503-1_plantio_01-10-24_colheita_08-02-25.kml,2024-10-01,SOJA,FEIJÃO,True,SOJA,68.8,68.8,20.6,True,False,14.0
TRIGO_517610671-1_plantio_20-06-24_colheita_25-10-24.kml,2024-06-20,TRIGO,MILHO,False,MILHO,44.5,13.3,44.5,False,True,13.2
SOJA_518472395-1_plantio_10-11-24_colheita_20-03-25.kml,2024-11-10,SOJA,FEIJÃO,True,SOJA,82.7,82.7,4.7,True,False,13.1
MILHO_519003251-1_plantio_20-12-24_colheita_20-05-25.kml,2024-12-20,MILHO,FEIJÃO,True,MILHO,58.6,58.6,19.1,True,False,13.1
TRIGO_517907363-1_plantio_25-05-24_colheita_05-10-24.kml,2024-05-25,TRIGO,MILHO,False,AVEIA,40.0,11.2,37.9,False,False,13.1
TRIGO_519698009-1_plantio_21-05-25_colheita_20-09-25.kml,2025-05-21,TRIGO,SOJA,False,AVEIA,40.0,11.2,4.4,False,False,12.6
TRIGO_517877065-1_plantio_01-06-24_colheita_24-09-24.kml,2024-06-01,TRIGO,SOJA,False,AVEIA,42.0,11.7,5.1,False,False,12.9
AVEIA_517507702-1_plantio_21-05-24_colheita_01-09-24.kml,2024-05-21,AVEIA,SOJA,False,MILHO,86.0,7.3,1.6,False,False,24.6
AVEIA_517690232-1_plantio_15-06-24_colheita_20-10-24.kml,2024-06-15,AVEIA,FEIJÃO,False,AVEIA,50.2,50.2,6.2,True,False,13.4
AVEIA_519623537-1_plantio_05-06-25_colheita_05-10-25.kml,2025-06-05,AVEIA,MILHO,False,MILHO,58.2,21.1,58.2,False,True,12.9
FEIJÃO_517530514-1_plantio_24-02-24_colheita_20-05-24.kml,2024-02-24,FEIJÃO,TRIGO,False,MILHO,91.4,4.5,1.6,False,False,18.9
SOJA_518502038-1_plantio_25-09-24_colheita_19-01-25.kml,2024-09-25,SOJA,AVEIA,False,FEIJÃO,59.8,19.2,11.5,False,False,13.8
SOJA_518502038-1_plantio_25-09-24_colheita_19-01-25.kml,2024-09-25,SOJA,FEIJÃO,True,FEIJÃO,78.2,11.3,78.2,False,True,13.5
TRIGO_517916685-1_plantio_01-06-24_colheita_20-10-24.kml,2024-06-01,TRIGO,FEIJÃO,False,MILHO,94.4,1.5,1.6,False,False,12.9
TRIGO_517506104-1_plantio_01-06-24_colheita_15-10-24.kml,2024-06-01,TRIGO,TRIGO,True,TRIGO,92.5,92.5,92.5,True,False,12.7
AVEIA_519830052-1_plantio_12-05-25_colheita_29-09-25.kml,2025-05-12,AVEIA,MILHO,False,MILHO,87.2,4.3,87.2,False,True,13.8
MILHO_517333241-1_plantio_20-04-24_colheita_01-10-24.kml,2024-04-20,MILHO,TRIGO,False,TRIGO,72.2,15.2,72.2,False,True,13.9
TRIGO_517905207-1_plantio_16-05-24_colheita_25-08-24.kml,2024-05-16,TRIGO,FEIJÃO,False,MILHO,80.8,4.4,3.2,False,False,12.9
TRIGO_517700161-1_plantio_28-05-24_colheita_13-10-24.kml,2024-05-28,TRIGO,FEIJÃO,False,MILHO,90.9,2.3,2.1,False,False,12.5
AVEIA_517529258-1_plantio_21-05-24_colheita_20-09-24.kml,2024-05-21,AVEIA,MILHO,False,MILHO,41.1,40.8,41.1,False,True,12.6
TRIGO_518017524-1_plantio_15-06-24_colheita_01-11-24.kml,2024-06-15,TRIGO,MILHO,False,MILHO,90.0,2.8,90.0,False,True,12.3
AVEIA_517738485-1_plantio_01-06-24_colheita_01-10-24.kml,2024-06-01,AVEIA,FEIJÃO,False,MILHO,45.9,37.6,4.9,False,False,16.4
FEIJÃO_519557891-1_plantio_08-03-25_colheita_22-05-25.kml,2025-03-08,FEIJÃO,FEIJÃO,True,FEIJÃO,80.4,80.4,80.4,True,False,13.3
AVEIA_517690232-1_plantio_15-06-24_colheita_20-10-24.kml,2024-06-15,AVEIA,TRIGO,False,TRIGO,92.7,2.0,92.7,False,True,23.9
SOJA_519937980-1_plantio_01-10-25_colheita_01-02-26.kml,2025-10-01,SOJA,AVEIA,False,SOJA,60.8,60.8,4.6,True,False,23.5
AVEIA_520026528-1_plantio_06-06-25_colheita_13-11-25.kml,2025-06-06,AVEIA,AVEIA,True,AVEIA,93.4,93.4,93.4,True,False,24.0
TRIGO_518017524-1_plantio_15-06-24_colheita_01-11-24.kml,2024-06-15,TRIGO,TRIGO,True,TRIGO,93.2,93.2,93.2,True,False,24.0
AVEIA_517507702-1_plantio_21-05-24_colheita_01-09-24.kml,2024-05-21,AVEIA,MILHO,False,MILHO,86.0,7.3,86.0,False,True,13.3
AVEIA_517410988-1_plantio_01-06-24_colheita_01-10-24.kml,2024-06-01,AVEIA,MILHO,False,MILHO,74.6,13.9,74.6,False,True,13.8
AVEIA_519528190-1_plantio_21-05-25_colheita_01-10-25.kml,2025-05-21,AVEIA,MILHO,False,MILHO,94.8,0.8,94.8,False,True,13.8
